datetime,topic,title,url,image_url,language,score
2020-03-09 07:52:00,entertainment,"Best friends for 17 years, two women find out they're sisters",https://www.wrcbtv.com/story/41869608/best-friends-for-17-years-two-women-find-out-theyre-sisters,https://WRCB.images.worldnow.com/images/19245997_G.jpeg?lastEditedDate=1583740224000,en,0.8074
2020-03-08 17:24:31,entertainment,‘Saturday Night Live’ Review: The Best Moments of Daniel Craig’s Second Time as Host,https://www.yahoo.com/entertainment/saturday-night-live-review-best-172431019.html,https://s.yimg.com/uu/api/res/1.2/0r7rgUvjjGuVjRe5YB87bw--~B/aD0yMDAyO3c9MzAwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en-US/indiewire_268/f645317d7ffe429b2d0e05c111697068,en,0.6369
2020-03-09 16:28:02,entertainment,Led Zeppelin wins 'Stairway to Heaven' copyright case,https://www.yahoo.com/entertainment/led-zeppelin-prevails-appeal-over-162802174.html,https://s.yimg.com/uu/api/res/1.2/lVWOOTsqAzjzOX752j.ZgQ--~B/aD01MjA7dz04MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-US/reuters.com/5cedf5ca6840f51138ba762ea599ed96,en,0.7906
2020-03-09 00:00:00,entertainment,Best friends find out they're actually sisters,https://www.pix11.com/news/national-news/best-friends-find-out-theyre-actually-sisters,https://ewscripps.brightspotcdn.com/dims4/default/f75a147/2147483647/strip/true/crop/607x319+0+11/resize/1200x630!/quality/90/?url=https%3A%2F%2Fewscripps.brightspotcdn.com%2F0e%2Fdb%2Fe37af6ec4ed0b5eef996b9ef467b%2Fscreen-shot-2020-03-09-at-12.28.45%20PM.png,en,0.8074
2020-03-09 10:22:41,entertainment,"Despite SXSW cancellation, ‘unofficial’ and ‘alternative’ events look to gain momentum",https://www.kxan.com/news/local/austin/despite-sxsw-cancellation-unofficial-and-alternative-events-look-to-gain-momentum/,https://www.kxan.com/wp-content/uploads/sites/40/2020/03/P-unofficial-southby.jpg?w=1280&h=720&crop=1,en,0.5267
2020-03-09 13:34:57,entertainment,Blue Ivy Carter Wore a Great Outfit With Dad Jay-Z at a LA NBA Game,https://www.elle.com/culture/celebrities/a31279939/blue-ivy-carter-outfit-lakers-game-march-2020/,"https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/blue-ivy-carter-attends-a-basketball-game-between-the-los-news-photo-1583759168.jpg?crop=1.00xw:0.335xh;0,0.0420xh&resize=1200:*",en,0.6249
2020-03-09 17:28:00,entertainment,Led Zeppelin wins 'Stairway to Heaven' copyright dispute,https://www.nbcnews.com/pop-culture/pop-culture-news/led-zeppelin-wins-stairway-heaven-copyright-dispute-n1153381,https://media1.s-nbcnews.com/j/newscms/2019_33/2974396/190816-led-zeppelin-mn-1130_af19affb5326b337be3b41f0b977fe4a.nbcnews-fp-1200-630.jpg,en,0.6486
2020-03-09 00:35:54,entertainment,Staff worker at Disneyland Paris tests positive for virus,https://www.cnbc.com/2020/03/09/coronavirus-latest-updates-china-skorea-impact-on-markets-and-economy.html,https://image.cnbcfm.com/api/v1/image/106431900-1583749404613gettyimages-1205669272.jpeg?v=1583749463,en,0.5574
2020-03-09 11:48:26,entertainment,Selena honored on Star Trail of Fame at Houston Livestock Show and Rodeo,https://www.kxan.com/news/texas/selena-honored-on-star-trail-of-fame-at-houston-livestock-show-and-rodeo/,https://www.kxan.com/wp-content/uploads/sites/40/2020/03/Selena.jpg?w=1280&h=720&crop=1,en,0.7717
2020-03-09 19:08:07,entertainment,"Strip Clubs Giving Away Free Masks, Hand Sanitizer Due to Coronavirus",https://www.tmz.com/2020/03/09/strip-clubs-giving-away-free-masks-hand-sanitizer-coronavirus/,https://imagez.tmz.com/image/8d/16by9/2020/03/09/8d004e9fb74e418d87a9baa00fc9814d_xl.jpg,en,0.836
2020-03-08 19:19:53,entertainment,Piers Morgan shares rare photo of daughter to mark very special occasion,https://www.hellomagazine.com/celebrities/2020030885966/piers-morgan-rare-photo-daughter-special-reason/,https://www.hellomagazine.com/imagenes/celebrities/2020030885966/piers-morgan-rare-photo-daughter-special-reason/0-413-270/piers-morgan-close-up-t.jpg,en,0.6361
2020-03-08 21:59:41,entertainment,SNL Pokes Fun At Daniel Craig’s Knives Out Southern Accent,https://www.vulture.com/2020/03/snl-pokes-fun-at-daniel-craigs-knives-out-southern-accent.html,https://pixel.nymag.com/imgs/daily/vulture/2019/12/13/8-Daniel-Craig-SNL-Knives-Out.w1200.h630.jpg,en,0.5106
2020-03-09 04:00:00,entertainment,"Today's Super Full 'Worm' Moon In Virgo Love Horoscopes + Tarot Card Readings For All Zodiac Signs On Monday, March 9, 2020",https://www.yourtango.com/2020332135/super-full-moon-virgo-horoscopes-free-daily-love-tarot-card-readings-each-zodiac-sign-march-9-2020-according-astrology,https://www.yourtango.com/sites/default/files/styles/listing_big/public/image_blog/monday-love-tarot-super-moon-virgo-march-9.jpg?itok=qqJZ9OkX,en,0.8442
2020-03-09 17:33:20,entertainment,"Led Zeppelin did not steal Stairway To Heaven riff, appeals court rules",https://www.bbc.com/news/entertainment-arts-51805905,https://ichef.bbci.co.uk/news/1024/branded_news/5B67/production/_111199332_ledzepget2.jpg,en,0.7121
